Name,Awards,Year,Region
"Bricklin, Daniel S",ACM Grace Murray Hopper Award,1981,North America
"Clark, Wesley A.",ACM-IEEE CS Eckert-Mauchly Award,1981,North America
"Codd, Edgar F",ACM A. M. Turing Award,1981,North America
"Finerman, Aaron",ACM Distinguished Service Award,1981,North America
"Lee, J.A.N.",Outstanding Contribution to ACM Award,1981,North America
"Cook, Douglas",ACM Doctoral Dissertation Award,1980,North America
"Davis, Ruth E.",ACM Doctoral Dissertation Award,1980,North America
"Galler, Bernard",ACM Distinguished Service Award,1980,North America
"Hoare, C. Antony R.",ACM A. M. Turing Award,1980,Europe
"Larson, Lawrence Edwin",ACM Doctoral Dissertation Award,1980,North America
"Metcalfe, Robert M.",ACM Grace Murray Hopper Award,1980,North America
"Metcalfe, Robert Melancton",ACM Grace Murray Hopper Award,1980,North America
"Slonim, Jacob",ACM Doctoral Dissertation Award,1980,North America
"Wilkes, Maurice V.",ACM-IEEE CS Eckert-Mauchly Award,1980,Europe
"Barton, Robert S.",ACM-IEEE CS Eckert-Mauchly Award,1979,North America
"Hammer, Carl",ACM Distinguished Service Award,1979,North America
"Iverson, Kenneth E.",ACM A. M. Turing Award,1979,North America
"Lynn, M Stuart",Outstanding Contribution to ACM Award,1979,North America
"Parnas, David Lorge",ACM Programming Systems and Languages Paper Award,1979,North America
"Wozniak, Stephen",ACM Grace Murray Hopper Award,1979,North America
"Cattell, Roderic G.",ACM Doctoral Dissertation Award,1978,North America
"Floyd, Robert W.",ACM A. M. Turing Award,1978,North America
"Kurzweil, Ray",ACM Grace Murray Hopper Award,1978,North America
"Urban, Joseph",ACM Doctoral Dissertation Award,1978,North America
"Wagner, Kathleen A.",Outstanding Contribution to ACM Award,1978,North America
"Weiss, Eric A.",ACM Distinguished Service Award,1978,North America
"Wirth, Niklaus E",ACM Programming Systems and Languages Paper Award,1978,Europe
"Backus, John",ACM A. M. Turing Award,1977,North America
"Gries, David Joseph",ACM Programming Systems and Languages Paper Award,1977,North America
"Owicki, Susan S",ACM Programming Systems and Languages Paper Award,1977,North America
"Steel, Thomas B",ACM Distinguished Service Award,1977,North America
"Allen, Frances",ACM Programming Systems and Languages Paper Award,1976,North America
"Canning, Richard G.",ACM Distinguished Service Award,1976,North America
"Cocke, John",ACM Programming Systems and Languages Paper Award,1976,North America
"Dorsey, W. Smith",Outstanding Contribution to ACM Award,1976,North America
"Rabin, Michael O.",ACM A. M. Turing Award,1976,North America
"Scott, Dana S",ACM A. M. Turing Award,1976,North America
"Shortliffe, Edward H",ACM Grace Murray Hopper Award,1976,North America
"Van Atta, Bruce W.",Outstanding Contribution to ACM Award,1976,North America
"Carr III, John W.",ACM Distinguished Service Award,1975,North America
"Newell, Allen",ACM A. M. Turing Award,1975,North America
"Ritchie, Dennis M.",ACM Programming Systems and Languages Paper Award,1975,North America
"Scherr, Allan L.",ACM Grace Murray Hopper Award,1975,North America
"Simon, Herbert A",ACM A. M. Turing Award,1975,North America
"Thompson, Kenneth Lane",ACM Programming Systems and Languages Paper Award,1975,North America
"Baird, George N.",ACM Grace Murray Hopper Award,1974,North America
"Bobrow, Daniel",ACM Programming Systems and Languages Paper Award,1974,North America
"Gorn, Saul",ACM Distinguished Service Award,1974,North America
"Knuth, Donald E",ACM A. M. Turing Award,1974,North America
"Manna, Zohar",ACM Programming Systems and Languages Paper Award,1974,North America
"Ness, Stephen",ACM Programming Systems and Languages Paper Award,1974,North America
"Vuillemin, Jean",ACM Programming Systems and Languages Paper Award,1974,North America
"Wegbreit, Ben",ACM Programming Systems and Languages Paper Award,1974,North America
"Atchison, William F.",ACM Distinguished Service Award,1973,North America
"Bachman, Charles W",ACM A. M. Turing Award,1973,North America
"Breed, Lawrence",ACM Grace Murray Hopper Award,1973,North America
"Hoare, C. Antony R.",ACM Programming Systems and Languages Paper Award,1973,Europe
"Lathwell, Richard",ACM Grace Murray Hopper Award,1973,North America
"Moore, Roger",ACM Grace Murray Hopper Award,1973,North America
"Cress, Paul H.",ACM Grace Murray Hopper Award,1972,North America
"Dijkstra, Edsger W",ACM A. M. Turing Award,1972,Europe
"Dirksen, Paul E.",ACM Grace Murray Hopper Award,1972,North America
"Forsythe, George E.",ACM Distinguished Service Award,1972,North America
"Denning, Peter J",ACM Programming Systems and Languages Paper Award,1971,North America
"Dijkstra, Edsger W",ACM Programming Systems and Languages Paper Award,1971,North America
"Gecsei, Jan",ACM Programming Systems and Languages Paper Award,1971,North America
"Knuth, Donald E",ACM Grace Murray Hopper Award,1971,North America
"Lucas, Peter",ACM Programming Systems and Languages Paper Award,1971,North America
"Madden, J. Don",ACM Distinguished Service Award,1971,North America
"Mattson, Richard L",ACM Programming Systems and Languages Paper Award,1971,North America
"McCarthy, John",ACM A. M. Turing Award,1971,North America
"Reynolds, John C",ACM Programming Systems and Languages Paper Award,1971,North America
"Slutz, Donald R",ACM Programming Systems and Languages Paper Award,1971,North America
"Traiger, Irv",ACM Programming Systems and Languages Paper Award,1971,North America
"Walk, Kurt",ACM Programming Systems and Languages Paper Award,1971,Europe
"Alt, Franz L",ACM Distinguished Service Award,1970,North America
"Wilkinson, J. H.",ACM A. M. Turing Award,1970,Europe
"Minsky, Marvin",ACM A. M. Turing Award,1969,North America
"Hamming, Richard W",ACM A. M. Turing Award,1968,North America
"Wilkes, Maurice V.",ACM A. M. Turing Award,1967,Europe
"Perlis, A. J.",ACM A. M. Turing Award,1966,North America
